date,M1M2,regime_label,window,in_warmup,fair_value,deviation,dev_zscore,signal,model_regime,confidence_score
2021-01-04,-0.124282407407414,Warm-Up,warmup,TRUE,,,,FLAT,,0.7943
2021-01-05,-0.0937692307692259,Warm-Up,warmup,TRUE,,,,FLAT,,0.7956
2021-01-06,-0.0344893832153659,Warm-Up,warmup,TRUE,,,,FLAT,,0.7909
2021-01-07,-0.0355651105651091,Warm-Up,warmup,TRUE,,,,FLAT,,0.7959
2021-01-08,-0.0250384615384647,Warm-Up,warmup,TRUE,,,,FLAT,,0.7615
2021-01-09,0.261071428571427,Warm-Up,warmup,TRUE,,,,FLAT,,0.7148
2021-01-11,-0.013556034482761,Warm-Up,warmup,TRUE,,,,FLAT,,0.7633
2021-01-12,-0.0222751322751407,Warm-Up,warmup,TRUE,,,,FLAT,,0.7992
2021-01-13,-0.0453641456582616,Warm-Up,warmup,TRUE,,,,FLAT,,0.7961
2021-01-14,-0.0438646426312417,Warm-Up,warmup,TRUE,,,,FLAT,,0.7985
2021-01-15,-0.0557008547008593,Warm-Up,warmup,TRUE,,,,FLAT,,0.7958
2021-01-16,-0.0450000000000017,Warm-Up,warmup,TRUE,,,,FLAT,,0.7907
2021-01-18,0.0300000000000011,Warm-Up,warmup,TRUE,,,,FLAT,,0.7805
2021-01-19,-0.023228571428568,Warm-Up,warmup,TRUE,,,,FLAT,,0.7924
2021-01-20,-0.0296790757381231,Warm-Up,warmup,TRUE,,,,FLAT,,0.78
2021-01-21,0.0933119658119637,Warm-Up,warmup,TRUE,,,,FLAT,,0.7793
2021-01-22,0.0826978818283237,Warm-Up,warmup,TRUE,,,,FLAT,,0.7924
2021-01-23,0.0263636363636266,Warm-Up,warmup,TRUE,,,,FLAT,,0.7811
2021-01-25,0.0950675675675683,Warm-Up,warmup,TRUE,,,,FLAT,,0.7891
2021-01-26,0.0847303993004971,Warm-Up,warmup,TRUE,,,,FLAT,,0.794
2021-01-27,0.119875222816404,Warm-Up,warmup,TRUE,,,,FLAT,,0.7924
2021-01-28,0.105876887340308,Warm-Up,warmup,TRUE,,,,FLAT,,0.7993
2021-01-29,0.102982982982986,Warm-Up,warmup,TRUE,,,,FLAT,,0.7754
2021-01-30,-0.0799999999999983,Warm-Up,warmup,TRUE,,,,FLAT,,0.7394
2021-02-01,0.136355421686751,Warm-Up,warmup,TRUE,,,,FLAT,,0.7708
2021-02-02,0.145867446393765,Warm-Up,warmup,TRUE,,,,FLAT,,0.7962
2021-02-03,0.144096638655455,Warm-Up,warmup,TRUE,,,,FLAT,,0.7968
2021-02-04,0.165032558139529,Warm-Up,warmup,TRUE,,,,FLAT,,0.7969
2021-02-05,0.1635015015015,Warm-Up,warmup,TRUE,,,,FLAT,,0.7962
2021-02-06,0.19166666666667,Warm-Up,warmup,TRUE,,,,FLAT,,0.7901
2021-02-08,0.15649790635706,Warm-Up,warmup,TRUE,,,,FLAT,,0.7984
2021-02-09,0.135588235294122,Warm-Up,warmup,TRUE,,,,FLAT,,0.7993
2021-02-10,0.117009803921569,Warm-Up,warmup,TRUE,,,,FLAT,,0.7974
2021-02-11,0.11536111111112,Warm-Up,warmup,TRUE,,,,FLAT,,0.7976
2021-02-12,0.0980476190476338,Warm-Up,warmup,TRUE,,,,FLAT,,0.7989
2021-02-13,0.0766666666666609,Warm-Up,warmup,TRUE,,,,FLAT,,0.7971
2021-02-15,0.0399999999999991,Warm-Up,warmup,TRUE,,,,FLAT,,0.7959
2021-02-16,-0.0245134575569423,Warm-Up,warmup,TRUE,,,,FLAT,,0.7911
2021-02-17,-0.0348412698412801,Warm-Up,warmup,TRUE,,,,FLAT,,0.7941
2021-02-18,-0.0127949709864552,Warm-Up,warmup,TRUE,,,,FLAT,,0.7995
2021-02-19,-0.034015151515149,Warm-Up,warmup,TRUE,,,,FLAT,,0.7199
2021-02-20,0.516249999999992,Warm-Up,warmup,TRUE,,,,FLAT,,0.6357
2021-02-22,-0.0406501547987617,Warm-Up,warmup,TRUE,,,,FLAT,,0.6805
2021-02-23,0.234619047619042,Warm-Up,warmup,TRUE,,,,FLAT,,0.7623
2021-02-24,0.215151515151518,Warm-Up,warmup,TRUE,,,,FLAT,,0.7876
2021-02-25,0.297274509803927,Warm-Up,warmup,TRUE,,,,FLAT,,0.784
2021-02-26,0.275955882352939,Warm-Up,warmup,TRUE,,,,FLAT,,0.7973
2021-02-27,0.24499999999999,Warm-Up,warmup,TRUE,,,,FLAT,,0.7985
2021-03-01,0.224783549783545,Warm-Up,warmup,TRUE,,,,FLAT,,0.7989
2021-03-02,0.194685714285718,Warm-Up,warmup,TRUE,,,,FLAT,,0.7954
2021-03-03,0.192291666666662,Warm-Up,warmup,TRUE,,,,FLAT,,0.7975
2021-03-04,0.205419580419594,Warm-Up,warmup,TRUE,,,,FLAT,,0.7946
2021-03-05,0.186744444444429,Warm-Up,warmup,TRUE,,,,FLAT,,0.7946
2021-03-06,0.134285714285724,Warm-Up,warmup,TRUE,,,,FLAT,,0.7937
2021-03-08,0.131,Warm-Up,warmup,TRUE,,,,FLAT,,0.7834
2021-03-09,0.0129790660225382,Warm-Up,warmup,TRUE,,,,FLAT,,0.7807
2021-03-10,0.0236130007558586,Warm-Up,warmup,TRUE,,,,FLAT,,0.7969
2021-03-11,0.00756908665105982,Warm-Up,warmup,TRUE,,,,FLAT,,0.7962
2021-03-12,-0.0347757671125066,Warm-Up,warmup,TRUE,,,,FLAT,,0.7907
2021-03-13,-0.0166666666666657,Warm-Up,warmup,TRUE,,,,FLAT,,0.7974
2021-03-14,-0.0166666666666657,Warm-Up,warmup,TRUE,,,,FLAT,,0.7953
2021-03-15,-0.0463419913419756,Warm-Up,warmup,TRUE,,,,FLAT,,0.7966
2021-03-16,-0.0554347826086854,Warm-Up,warmup,TRUE,,,,FLAT,,0.7946
2021-03-17,-0.0259003831417601,Warm-Up,warmup,TRUE,,,,FLAT,,0.7853
2021-03-18,-0.0829807692307654,Warm-Up,warmup,TRUE,,,,FLAT,,0.7857
2021-03-19,-0.0253333333333217,Warm-Up,warmup,TRUE,,,,FLAT,,0.55
2021-03-20,-2.7399076923077,Warm-Up,warmup,TRUE,,,,FLAT,,0.55
2021-03-21,-2.74230769230769,Warm-Up,warmup,TRUE,,,,FLAT,,0.55
2021-03-22,-0.0667816091954023,Warm-Up,warmup,TRUE,,,,FLAT,,0.55
2021-03-23,-0.0276780626780635,Warm-Up,warmup,TRUE,,,,FLAT,,0.768
2021-03-24,0.00452380952380338,Warm-Up,warmup,TRUE,,,,FLAT,,0.791
2021-03-25,-0.00407692307691576,Warm-Up,warmup,TRUE,,,,FLAT,,0.7993
2021-03-26,-0.00222222222222968,Warm-Up,warmup,TRUE,,,,FLAT,,0.7964
2021-03-27,-0.0250000000000057,Warm-Up,warmup,TRUE,,,,FLAT,,0.796
2021-03-28,-0.0250000000000057,Warm-Up,warmup,TRUE,,,,FLAT,,0.7923
2021-03-29,0.0264583333333306,Warm-Up,warmup,TRUE,,,,FLAT,,0.7872
2021-03-30,-0.00603686635945167,Warm-Up,warmup,TRUE,,,,FLAT,,0.7974
2021-03-31,-0.0173863636363549,Warm-Up,warmup,TRUE,,,,FLAT,,0.7977
2021-04-01,-0.0175000000000054,Warm-Up,warmup,TRUE,,,,FLAT,,0.7957
2021-04-02,0.00999999999999801,Warm-Up,warmup,TRUE,,,,FLAT,,0.7954
2021-04-04,0.00999999999999801,Warm-Up,warmup,TRUE,,,,FLAT,,0.7942
2021-04-05,-0.0252499999999998,Warm-Up,warmup,TRUE,,,,FLAT,,0.7965
2021-04-06,-0.0371428571428609,Warm-Up,warmup,TRUE,,,,FLAT,,0.7974
2021-04-07,-0.0363333333333244,Warm-Up,warmup,TRUE,,,,FLAT,,0.7959
2021-04-08,-0.00599999999999312,Warm-Up,warmup,TRUE,,,,FLAT,,0.789
2021-04-09,-0.045939393939392,Warm-Up,warmup,TRUE,,,,FLAT,,0.7991
2021-04-10,-0.0775000000000006,Warm-Up,warmup,TRUE,,,,FLAT,,0.7944
2021-04-11,-0.0775000000000006,Warm-Up,warmup,TRUE,,,,FLAT,,0.7948
2021-04-12,-0.0447619047619128,Warm-Up,warmup,TRUE,,,,FLAT,,0.7934
2021-04-13,-0.0547870182555812,Warm-Up,warmup,TRUE,,,,FLAT,,0.7992
2021-04-14,-0.0679999999999978,Warm-Up,warmup,TRUE,,,,FLAT,,0.7975
2021-04-15,-0.0672370766488371,Warm-Up,warmup,TRUE,,,,FLAT,,0.7965
2021-04-16,-0.0444147157190642,Warm-Up,warmup,TRUE,,,,FLAT,,0.7967
2021-04-17,-0.0431481481481484,Warm-Up,warmup,TRUE,,,,FLAT,,0.7996
2021-04-18,-0.0431481481481484,Warm-Up,warmup,TRUE,,,,FLAT,,0.7993
2021-04-19,-0.0375630252100763,Warm-Up,warmup,TRUE,,,,FLAT,,0.7975
2021-04-20,-0.0580303030303142,Warm-Up,warmup,TRUE,,,,FLAT,,0.7775
2021-04-21,0.0665098039215764,Warm-Up,warmup,TRUE,,,,FLAT,,0.7889
2021-04-22,0.115769230769232,Warm-Up,warmup,TRUE,,,,FLAT,,0.7921
2021-04-23,0.125564516129032,Warm-Up,warmup,TRUE,,,,FLAT,,0.7907
2021-04-24,0.0783333333333331,Warm-Up,warmup,TRUE,,,,FLAT,,0.7927
2021-04-25,0.0783333333333331,Warm-Up,warmup,TRUE,,,,FLAT,,0.7949
2021-04-26,0.106545454545447,Warm-Up,warmup,TRUE,,,,FLAT,,0.7999
2021-04-27,0.134256410256413,Warm-Up,warmup,TRUE,,,,FLAT,,0.7946
2021-04-28,0.128095238095234,Warm-Up,warmup,TRUE,,,,FLAT,,0.7992
2021-04-29,0.131874999999994,Warm-Up,warmup,TRUE,,,,FLAT,,0.7945
2021-04-30,0.105101449275359,Warm-Up,warmup,TRUE,,,,FLAT,,0.7919
2021-05-01,0.0249999999999986,Warm-Up,warmup,TRUE,,,,FLAT,,0.7869
2021-05-02,0.0249999999999986,Warm-Up,warmup,TRUE,,,,FLAT,,0.7901
2021-05-03,0.0852324324324485,Warm-Up,warmup,TRUE,,,,FLAT,,0.7885
2021-05-04,0.0722184873949487,Warm-Up,warmup,TRUE,,,,FLAT,,0.7956
2021-05-05,0.0346524064171234,Warm-Up,warmup,TRUE,,,,FLAT,,0.7946
2021-05-06,0.03331578947369,Warm-Up,warmup,TRUE,,,,FLAT,,0.7976
2021-05-07,0.0137500000000017,Warm-Up,warmup,TRUE,,,,FLAT,,0.7976
2021-05-08,0.0100000000000051,Warm-Up,warmup,TRUE,,,,FLAT,,0.7995
2021-05-09,0.0100000000000051,Warm-Up,warmup,TRUE,,,,FLAT,,0.7961
2021-05-10,-0.0159761904761808,Warm-Up,warmup,TRUE,,,,FLAT,,0.7958
2021-05-11,-0.0135000000000076,Warm-Up,warmup,TRUE,,,,FLAT,,0.7985
2021-05-12,-0.0236263736263709,Warm-Up,warmup,TRUE,,,,FLAT,,0.7966
2021-05-13,-0.0122435897435906,Warm-Up,warmup,TRUE,,,,FLAT,,0.7991
2021-05-14,0.00404761904762552,Warm-Up,warmup,TRUE,,,,FLAT,,0.7976
2021-05-15,0.00499999999999545,Warm-Up,warmup,TRUE,,,,FLAT,,0.7996
2021-05-16,0.00499999999999545,Warm-Up,warmup,TRUE,,,,FLAT,,0.7995
2021-05-17,0.00282142857142276,Warm-Up,warmup,TRUE,,,,FLAT,,0.798
2021-05-18,-0.017117647058825,Warm-Up,warmup,TRUE,,,,FLAT,,0.7875
2021-05-19,0.0451923076923109,Warm-Up,warmup,TRUE,,,,FLAT,,0.7909
2021-05-20,0.0319999999999965,Warm-Up,warmup,TRUE,,,,FLAT,,0.771
2021-05-21,0.209470046082949,Warm-Up,warmup,TRUE,,,,FLAT,,0.7838
2021-05-22,0.284999999999997,Warm-Up,warmup,TRUE,,,,FLAT,,0.7748
2021-05-23,0.203333333333333,Warm-Up,warmup,TRUE,,,,FLAT,,0.7795
2021-05-24,0.26306818181817,Warm-Up,warmup,TRUE,,,,FLAT,,0.7933
2021-05-25,0.275151515151521,Warm-Up,warmup,TRUE,,,,FLAT,,0.793
2021-05-26,0.245320855614978,Warm-Up,warmup,TRUE,,,,FLAT,,0.7966
2021-05-27,0.240281788542134,Warm-Up,warmup,TRUE,,,,FLAT,,0.799
2021-05-28,0.226219512195115,Warm-Up,warmup,TRUE,,,,FLAT,,0.7979
2021-05-29,0.225000000000009,Warm-Up,warmup,TRUE,,,,FLAT,,0.7993
2021-05-30,0.225000000000009,Warm-Up,warmup,TRUE,,,,FLAT,,0.7961
2021-05-31,0.25500000000001,Warm-Up,warmup,TRUE,,,,FLAT,,0.7871
2021-06-01,0.199214285714277,Warm-Up,warmup,TRUE,,,,FLAT,,0.7908
2021-06-02,0.20590254706535,Warm-Up,warmup,TRUE,,,,FLAT,,0.7987
2021-06-03,0.21507142857142,Warm-Up,warmup,TRUE,,,,FLAT,,0.7974
2021-06-04,0.242978208232444,Warm-Up,warmup,TRUE,,,,FLAT,,0.7929
2021-06-05,0.225000000000009,Warm-Up,warmup,TRUE,,,,FLAT,,0.798
2021-06-06,0.225000000000009,Warm-Up,warmup,TRUE,,,,FLAT,,0.7957
2021-06-07,0.195126050420171,Warm-Up,warmup,TRUE,,,,FLAT,,0.7956
2021-06-08,0.195833333333326,Warm-Up,warmup,TRUE,,,,FLAT,,0.7973
2021-06-09,0.17343636363637,Warm-Up,warmup,TRUE,,,,FLAT,,0.7903
2021-06-10,0.208444444444439,Warm-Up,warmup,TRUE,,,,FLAT,,0.7916
2021-06-11,0.296923076923079,Warm-Up,warmup,TRUE,,,,FLAT,,0.7871
2021-06-12,0.295000000000002,Warm-Up,warmup,TRUE,,,,FLAT,,0.7849
2021-06-13,0.411428571428559,Warm-Up,warmup,TRUE,,,,FLAT,,0.7599
2021-06-14,0.263549019607837,Warm-Up,warmup,TRUE,,,,FLAT,,0.7793
2021-06-15,0.265606060606046,Warm-Up,warmup,TRUE,,,,FLAT,,0.7927
2021-06-16,0.203965183752416,Warm-Up,warmup,TRUE,,,,FLAT,,0.7812
2021-06-17,0.256934046345819,Warm-Up,warmup,TRUE,,,,FLAT,,0.7903
2021-06-18,0.342333333333315,Warm-Up,warmup,TRUE,,,,FLAT,,0.7602
2021-06-19,0.69558823529411,Warm-Up,warmup,TRUE,,,,FLAT,,0.7426
2021-06-20,0.69558823529411,Warm-Up,warmup,TRUE,,,,FLAT,,0.7588
2021-06-21,0.461909424724595,Warm-Up,warmup,TRUE,,,,FLAT,,0.786
2021-06-22,0.287500000000009,Warm-Up,warmup,TRUE,,,,FLAT,,0.7013
2021-06-23,0.754015151515148,Warm-Up,warmup,TRUE,,,,FLAT,,0.7175
2021-06-24,0.655807453416145,Warm-Up,warmup,TRUE,,,,FLAT,,0.7805
2021-06-25,0.725200000000001,Warm-Up,warmup,TRUE,,,,FLAT,,0.7814
2021-06-26,0.666666666666671,Warm-Up,warmup,TRUE,,,,FLAT,,0.7914
2021-06-27,0.666666666666671,Warm-Up,warmup,TRUE,,,,FLAT,,0.7935
2021-06-28,0.706027906976743,Warm-Up,warmup,TRUE,,,,FLAT,,0.7929
2021-06-29,0.694777777777787,Warm-Up,warmup,TRUE,,,,FLAT,,0.792
2021-06-30,0.726428571428571,Warm-Up,warmup,TRUE,,,,FLAT,,0.7791
2021-07-01,0.90563154991726,Warm-Up,warmup,TRUE,,,,FLAT,,0.753
2021-07-02,0.79604395604396,Warm-Up,warmup,TRUE,,,,FLAT,,0.7764
2021-07-03,0.542380952380938,Warm-Up,warmup,TRUE,,,,FLAT,,0.7558
2021-07-04,0.542380952380938,Warm-Up,warmup,TRUE,,,,FLAT,,0.7358
2021-07-05,0.959999999999994,Warm-Up,warmup,TRUE,,,,FLAT,,0.7098
2021-07-06,0.788245614035091,Warm-Up,warmup,TRUE,,,,FLAT,,0.794
2021-07-07,0.684095238095225,Warm-Up,warmup,TRUE,,,,FLAT,,0.7756
2021-07-08,0.727020202020213,Warm-Up,warmup,TRUE,,,,FLAT,,0.7981
2021-07-09,0.777506377551021,Warm-Up,warmup,TRUE,,,,FLAT,,0.7849
2021-07-10,0.736666666666665,Warm-Up,warmup,TRUE,,,,FLAT,,0.794
2021-07-12,0.667142857142864,Warm-Up,warmup,TRUE,,,,FLAT,,0.7975
2021-07-13,0.587564102564102,Warm-Up,warmup,TRUE,,,,FLAT,,0.7941
2021-07-14,0.476363636363644,Warm-Up,warmup,TRUE,,,,FLAT,,0.793
2021-07-15,0.315779220779234,Warm-Up,warmup,TRUE,,,,FLAT,,0.781
2021-07-16,0.266785714285717,Warm-Up,warmup,TRUE,,,,FLAT,,0.7805
2021-07-17,0.335000000000008,Warm-Up,warmup,TRUE,,,,FLAT,,0.7871
2021-07-18,0.335000000000008,Warm-Up,warmup,TRUE,,,,FLAT,,0.7563
2021-07-19,0.0424183006535799,Warm-Up,warmup,TRUE,,,,FLAT,,0.7378
2021-07-20,0.113579545454556,Warm-Up,warmup,TRUE,,,,FLAT,,0.7139
2021-07-21,0.728693877551024,Warm-Up,warmup,TRUE,,,,FLAT,,0.7114
2021-07-22,0.766944444444448,Warm-Up,warmup,TRUE,,,,FLAT,,0.7778
2021-07-23,0.705454545454558,Warm-Up,warmup,TRUE,,,,FLAT,,0.7911
2021-07-24,0.710000000000008,Warm-Up,warmup,TRUE,,,,FLAT,,0.7984
2021-07-25,0.710000000000008,Warm-Up,warmup,TRUE,,,,FLAT,,0.7796
2021-07-26,0.578363636363633,Warm-Up,warmup,TRUE,,,,FLAT,,0.7856
2021-07-27,0.536524064171132,Warm-Up,warmup,TRUE,,,,FLAT,,0.7811
2021-07-28,0.605155279503109,Warm-Up,warmup,TRUE,,,,FLAT,,0.7987
2021-07-29,0.653484848484851,Warm-Up,warmup,TRUE,,,,FLAT,,0.7928
2021-07-30,0.749047619047616,Warm-Up,warmup,TRUE,,,,FLAT,,0.7947
2021-07-31,0.814999999999998,Warm-Up,warmup,TRUE,,,,FLAT,,0.7868
2021-08-01,0.814999999999998,Warm-Up,warmup,TRUE,,,,FLAT,,0.7717
2021-08-02,0.643241758241743,Warm-Up,warmup,TRUE,,,,FLAT,,0.7923
2021-08-03,0.53557142857143,Warm-Up,warmup,TRUE,,,,FLAT,,0.7929
2021-08-04,0.370000000000005,Warm-Up,warmup,TRUE,,,,FLAT,,0.7778
2021-08-05,0.354642857142835,Warm-Up,warmup,TRUE,,,,FLAT,,0.7796
2021-08-06,0.192637362637356,Warm-Up,warmup,TRUE,,,,FLAT,,0.7785
2021-08-07,0.169999999999988,Warm-Up,warmup,TRUE,,,,FLAT,,0.794
2021-08-08,0.169999999999988,Warm-Up,warmup,TRUE,,,,FLAT,,0.7908
2021-08-09,0.227529411764692,Warm-Up,warmup,TRUE,,,,FLAT,,0.7923
2021-08-10,0.234791666666681,Warm-Up,warmup,TRUE,,,,FLAT,,0.7965
2021-08-11,0.225448916408681,Warm-Up,warmup,TRUE,,,,FLAT,,0.7976
2021-08-12,0.199196428571426,Warm-Up,warmup,TRUE,,,,FLAT,,0.7923
2021-08-13,0.223942307692312,Warm-Up,warmup,TRUE,,,,FLAT,,0.7952
2021-08-14,0.215000000000003,Warm-Up,warmup,TRUE,,,,FLAT,,0.7986
2021-08-15,0.215000000000003,Warm-Up,warmup,TRUE,,,,FLAT,,0.7954
2021-08-16,0.244,Warm-Up,warmup,TRUE,,,,FLAT,,0.7966
2021-08-17,0.254444444444445,Warm-Up,warmup,TRUE,,,,FLAT,,0.7903
2021-08-18,0.205664335664324,Warm-Up,warmup,TRUE,,,,FLAT,,0.7973
2021-08-19,0.17984615384615,Warm-Up,warmup,TRUE,,,,FLAT,,0.7959
2021-08-20,0.139499999999998,Warm-Up,warmup,TRUE,,,,FLAT,,0.7747
2021-08-22,-0.100666666666655,Warm-Up,warmup,TRUE,,,,FLAT,,0.7027
2021-08-23,0.29676691729324,Warm-Up,warmup,TRUE,,,,FLAT,,0.7453
2021-08-24,0.313874999999996,Warm-Up,warmup,TRUE,,,,FLAT,,0.7939
2021-08-25,0.318928571428586,Warm-Up,warmup,TRUE,,,,FLAT,,0.7998
2021-08-26,0.332463157894722,Warm-Up,warmup,TRUE,,,,FLAT,,0.7911
2021-08-27,0.287115151515152,Warm-Up,warmup,TRUE,,,,FLAT,,0.7916
2021-08-28,0.310000000000017,Warm-Up,warmup,TRUE,,,,FLAT,,0.7742
2021-08-29,0.150000000000006,Warm-Up,warmup,TRUE,,,,FLAT,,0.7574
2021-08-30,0.274124999999998,Warm-Up,warmup,TRUE,,,,FLAT,,0.7803
2021-08-31,0.255652173913049,Warm-Up,warmup,TRUE,,,,FLAT,,0.7972
2021-09-01,0.265438596491236,Warm-Up,warmup,TRUE,,,,FLAT,,0.7969
2021-09-02,0.257196969696963,Warm-Up,warmup,TRUE,,,,FLAT,,0.7942
2021-09-03,0.214558823529416,Warm-Up,warmup,TRUE,,,,FLAT,,0.7997
2021-09-04,0.173333333333332,Warm-Up,warmup,TRUE,,,,FLAT,,0.7927
2021-09-05,0.173333333333332,Warm-Up,warmup,TRUE,,,,FLAT,,0.7922
2021-09-06,0.220000000000013,Warm-Up,warmup,TRUE,,,,FLAT,,0.7957
2021-09-07,0.236405529953927,Warm-Up,warmup,TRUE,,,,FLAT,,0.7994
2021-09-08,0.263879432624123,Warm-Up,warmup,TRUE,,,,FLAT,,0.7888
2021-09-09,0.215202020202014,Warm-Up,warmup,TRUE,,,,FLAT,,0.786
2021-09-10,0.256410256410263,Warm-Up,warmup,TRUE,,,,FLAT,,0.7964
2021-09-11,0.318461538461534,Warm-Up,warmup,TRUE,,,,FLAT,,0.7895
2021-09-12,0.318461538461534,Warm-Up,warmup,TRUE,,,,FLAT,,0.7905
2021-09-13,0.263319238900635,Warm-Up,warmup,TRUE,,,,FLAT,,0.7969
2021-09-14,0.224722222222212,Warm-Up,warmup,TRUE,,,,FLAT,,0.7855
2021-09-15,0.281809523809528,Warm-Up,warmup,TRUE,,,,FLAT,,0.7839
2021-09-16,0.235416666666666,Warm-Up,warmup,TRUE,,,,FLAT,,0.7944
2021-09-17,0.14813765182187,Warm-Up,warmup,TRUE,,,,FLAT,,0.7706
2021-09-18,0.252500000000012,Warm-Up,warmup,TRUE,,,,FLAT,,0.7838
2021-09-19,0.252500000000012,Warm-Up,warmup,TRUE,,,,FLAT,,0.7794
2021-09-20,0.126666666666679,Warm-Up,warmup,TRUE,,,,FLAT,,0.786
2021-09-21,0.0728431372548926,Warm-Up,warmup,TRUE,,,,FLAT,,0.749
2021-09-22,0.346160990712093,Warm-Up,warmup,TRUE,,,,FLAT,,0.7595
2021-09-23,0.344222222222228,Warm-Up,warmup,TRUE,,,,FLAT,,0.7965
2021-09-24,0.38561866125761,Warm-Up,warmup,TRUE,,,,FLAT,,0.7939
2021-09-25,0.388333333333321,Backwardation-Deficit,train,FALSE,0.529909619221932,-0.141576285888611,,FLAT,Backwardation-Deficit,0.7993
2021-09-26,0.388333333333321,Backwardation-Deficit,train,FALSE,0.581993838140027,-0.193660504806706,-5.25835498895267,FLAT,Backwardation-Deficit,0.7978
2021-09-27,0.405238095238104,Backwardation-Deficit,train,FALSE,0.637679871622683,-0.232441776384579,-5.09799372778897,FLAT,Backwardation-Deficit,0.7938
2021-09-28,0.384756097560981,Backwardation-Deficit,train,FALSE,0.615192330465213,-0.230436232904232,-5.41567923278573,FLAT,Backwardation-Deficit,0.7956
2021-09-29,0.337184684684701,Backwardation-Deficit,train,FALSE,0.586868731089734,-0.249684046405033,-5.78788904616758,FLAT,Backwardation-Deficit,0.7935
2021-09-30,0.333166666666656,Stable-Elevated,train,FALSE,0.313800099356291,0.0193665673103647,,FLAT,Stable-Elevated,0.7964
2021-10-01,0.295614035087723,Stable-Elevated,train,FALSE,0.2756682015861,0.0199458335016233,48.6955197394502,FLAT,Stable-Elevated,0.7819
2021-10-02,0.37722222222223,Backwardation-Deficit,train,FALSE,0.394070332549823,-0.0168481103275929,-0.192271745388915,FLAT,Backwardation-Deficit,0.7872
2021-10-03,0.37722222222223,Backwardation-Deficit,train,FALSE,0.447121020506659,-0.0698987982844294,-0.779019376848777,FLAT,Backwardation-Deficit,0.7877
2021-10-04,0.296708669354842,Stable-Elevated,train,FALSE,0.312784228535938,-0.0160755591810956,-0.779165141981315,FLAT,Stable-Elevated,0.7777
2021-10-05,0.365571428571414,Backwardation-Deficit,train,FALSE,0.574277239477309,-0.208705810905895,-2.46432941783937,FLAT,Backwardation-Deficit,0.7877
2021-10-06,0.344376657824938,Stable-Elevated,train,FALSE,0.311050240829108,0.0333264169958298,1.57562564314239,FLAT,Stable-Elevated,0.7924
2021-10-07,0.357434782608692,Stable-Elevated,train,FALSE,0.327536614835963,0.0298981677727295,1.52337653362872,FLAT,Stable-Elevated,0.7606
2021-10-08,0.625698005698013,Backwardation-Deficit,train,FALSE,0.691067065860568,-0.065369060162555,-0.757642365052129,FLAT,Backwardation-Deficit,0.7663
2021-10-09,0.679999999999993,Backwardation-Deficit,train,FALSE,0.697629709537241,-0.0176297095372474,-0.190706794736917,FLAT,Backwardation-Deficit,0.7733
2021-10-10,0.574999999999989,Backwardation-Deficit,train,FALSE,-0.233070080218462,0.808070080218452,2.69571122695795,FLAT,Backwardation-Deficit,0.7777
2021-10-11,0.613214285714292,Backwardation-Deficit,train,FALSE,-0.222097035097711,0.835311320812003,2.17187174607023,FLAT,Backwardation-Deficit,0.7858
2021-10-12,0.74633333333334,Backwardation-Deficit,train,FALSE,-0.231948124075964,0.978281457409304,2.15272884135458,FLAT,Backwardation-Deficit,0.7628
2021-10-13,0.646000000000001,Backwardation-Deficit,train,FALSE,-0.264806215768238,0.910806215768239,1.86492591557959,FLAT,Backwardation-Deficit,0.7944
2021-10-14,0.514057971014495,Backwardation-Deficit,train,FALSE,-0.260266150294143,0.774324121308638,1.55665978737296,FLAT,Backwardation-Deficit,0.7696
2021-10-15,0.557294685990328,Backwardation-Deficit,train,FALSE,-0.0699745093054294,0.627269195295757,1.27306388539448,FLAT,Backwardation-Deficit,0.7684
2021-10-16,0.804673704414583,Backwardation-Deficit,train,FALSE,-0.0484285554217049,0.853102259836288,1.7019964057677,FLAT,Backwardation-Deficit,0.7505
2021-10-17,0.724673704414599,Backwardation-Deficit,train,FALSE,-0.058036063678144,0.782709768092743,1.55968794637458,FLAT,Backwardation-Deficit,0.7855
2021-10-18,0.774615384615387,Backwardation-Deficit,train,FALSE,-0.0499316218161293,0.824547006431516,1.63887209249919,FLAT,Backwardation-Deficit,0.7639
2021-10-19,0.584444444444429,Easing-Backwardation,train,FALSE,0.935464262349402,-0.351019817904973,,FLAT,Easing-Backwardation,0.7777
2021-10-20,0.494492753623177,Backwardation-Deficit,train,FALSE,0.0329133260077977,0.461579427615379,0.940446934310037,FLAT,Backwardation-Deficit,0.6841
2021-10-21,1.14636363636363,Backwardation-Deficit,train,FALSE,-0.00549846126851405,1.15186209763214,2.25171233688708,FLAT,Backwardation-Deficit,0.7209
2021-10-22,1.26899835796388,Backwardation-Deficit,train,FALSE,0.159010361302991,1.10998799666089,2.11774651723562,FLAT,Backwardation-Deficit,0.7715
2021-10-23,1.25,Backwardation-Deficit,train,FALSE,0.194863144002634,1.05513685599737,1.98985212611272,FLAT,Backwardation-Deficit,0.7934
2021-10-24,1.30000000000001,Backwardation-Deficit,train,FALSE,0.215024224599861,1.08497577540015,2.02466714350001,FLAT,Backwardation-Deficit,0.7677
2021-10-25,1.12472972972972,Backwardation-Deficit,train,FALSE,0.224509249954842,0.900220479774878,1.69143560995477,FLAT,Backwardation-Deficit,0.7513
2021-10-26,1.28382352941176,Backwardation-Deficit,train,FALSE,0.252539088177115,1.03128444123464,1.93490253659451,FLAT,Backwardation-Deficit,0.7599
